word;polarity_n0;polarity_n1
fulgurante;POL:N0=0;
fulminante;POL:N0=-1;
fulo;POL:N0=-1;
funcional;POL:N0=1;
fundamentado;POL:N0=1;
fundamentalista;POL:N0=-1;
funesto;POL:N0=-1;
furão;POL:N0=0;
furibundo;POL:N0=-1;
furioso;POL:N0=-1;
furtar;POL:N0=-1;POL:N1=0
furtivo;POL:N0=-1;
fustigar;POL:N0=1;POL:N1=-1
fútil;POL:N0=-1;
futilidade;POL:N0=-1;
futurista;POL:N0=0;
fuzilar;POL:N0=1;POL:N1=-1
gabar-se;POL:N0=-1;
gabaritado;POL:N0=1;
gabarola;POL:N0=-1;
gabiru;POL:N0=-1;
gadelhudo;POL:N0=-1;
gafo;POL:N0=-1;
gagá;POL:N0=-1;
gago;POL:N0=-1;
gaguez;POL:N0=-1;
gaiteiro;POL:N0=-1;
galante;POL:N0=1;
galanteador;POL:N0=0;
galdério;POL:N0=-1;
galhardo;POL:N0=1;
galhofeiro;POL:N0=0;
gamar;POL:N0=-1;POL:N1=0
ganância;POL:N0=-1;
ganancioso;POL:N0=-1;
gandulagem;POL:N0=-1;
gandulo;POL:N0=-1;
gangrena;POL:N0=-1;
ganhar;POL:N0=1;POL:N1=-1
ganir;POL:N0=-1;
ganzado;POL:N0=-1;
garboso;POL:N0=1;
garganeiro;POL:N0=-1;
garotice;POL:N0=-1;
garoto;POL:N0=-1;
garrido;POL:N0=0;
gaseado;POL:N0=-1;
gastador;POL:N0=-1;
gastar mundos e fundos;POL:N0=-1;
gasto;POL:N0=-1;
gatuno;POL:N0=-1;
gaudério;POL:N0=-1;
gay;POL:N0=0;
gelado;POL:N0=-1;
gélido;POL:N0=-1;
generalizador;POL:N0=0;
generosidade;POL:N0=1;
generoso;POL:N0=1;
genial;POL:N0=1;
genialidade;POL:N0=1;
génio;POL:N0=1;
genioso;POL:N0=-1;
gentil;POL:N0=1;
gentileza;POL:N0=1;
gentinha;POL:N0=-1;
gentio;POL:N0=-1;
genuinidade;POL:N0=1;
genuíno;POL:N0=1;
germanófilo;POL:N0=0;
germanófobo;POL:N0=-1;
gigante;POL:N0=0;
gigantesco;POL:N0=0;
gingão;POL:N0=-1;
glamoroso;POL:N0=1;
glamour;POL:N0=1;
glória;POL:N0=1;
glorificado;POL:N0=1;
glorioso;POL:N0=1;
glutão;POL:N0=-1;
goliardo;POL:N0=-1;
golpeado;POL:N0=-1;
gorado;POL:N0=-1;
gordanchudo;POL:N0=-1;
gordo;POL:N0=-1;
gorducho;POL:N0=-1;
gordurento;POL:N0=-1;
gorduroso;POL:N0=-1;
gostar;POL:N0=0;POL:N1=1
gostável;POL:N0=1;
gostoso;POL:N0=1;
governado;POL:N0=1;
gozador;POL:N0=-1;
gozar;POL:N0=1;POL:N1=-1
gozo;POL:N0=-1;
grácil;POL:N0=1;
graciosidade;POL:N0=1;
gracioso;POL:N0=1;
grafomania;POL:N0=-1;
grafomaníaco;POL:N0=-1;
grafómano;POL:N0=-1;
grandalhão;POL:N0=0;
grandiloquente;POL:N0=1;
grandíloquo;POL:N0=1;
grandiosidade;POL:N0=1;
grandioso;POL:N0=1;
grato;POL:N0=1;
grazina;POL:N0=-1;
grimpo;POL:N0=1;
gringo;POL:N0=-1;
gritante;POL:N0=-1;
grosseirão;POL:N0=-1;
grosseirismo;POL:N0=-1;
grosseiro;POL:N0=-1;
grosseria;POL:N0=-1;
grosso;POL:N0=-1;
grotesco;POL:N0=-1;
grudento;POL:N0=-1;
guapo;POL:N0=1;
guerra;POL:N0=-1;
guerreiro;POL:N0=0;
guicho;POL:N0=0;
guloso;POL:N0=-1;
hábil;POL:N0=0;
habilidade;POL:N0=1;
habilidoso;POL:N0=1;
habilitado;POL:N0=1;
handicap;POL:N0=-1;
harmonia;POL:N0=1;
harmônico;POL:N0=1;
harmónico;POL:N0=1;
harmonioso;POL:N0=1;
hediondez;POL:N0=-1;
hediondo;POL:N0=-1;
hemiplegia;POL:N0=-1;
hercúleo;POL:N0=1;
herege;POL:N0=-1;
heresia;POL:N0=-1;
herético;POL:N0=-1;
hermético;POL:N0=-1;
herodiano;POL:N0=-1;
heroicidade;POL:N0=1;
heróico;POL:N0=1;
heroinomania;POL:N0=-1;
heroinómano;POL:N0=-1;
hesitante;POL:N0=-1;
heteróclito;POL:N0=-1;
heterogéneo;POL:N0=-1;
heterogêneo;POL:N0=-1;
hidratado;POL:N0=0;
hidrófobo;POL:N0=-1;
higiénico;POL:N0=1;
hílare;POL:N0=1;
hilariante;POL:N0=0;
hiperactivo;POL:N0=-1;
hiperativo;POL:N0=-1;
hiperbólico;POL:N0=-1;
hiperconservador;POL:N0=-1;
hiperconservadorismo;POL:N0=-1;
hipercrítico;POL:N0=-1;
hiperculto;POL:N0=1;
hiperdotado;POL:N0=1;
hipersensibilidade;POL:N0=-1;
hipersensível;POL:N0=-1;
hipnotização;POL:N0=-1;
hipnotizado;POL:N0=-1;
hipnotizar;POL:N0=-1;POL:N1=-1
hipnotizável;POL:N0=-1;
hipocondria;POL:N0=-1;
hipocondríaco;POL:N0=-1;
hipocrisia;POL:N0=-1;
hipócrita;POL:N0=-1;
hirsuto;POL:N0=-1;
hirto;POL:N0=0;
histeria;POL:N0=-1;
histérico;POL:N0=-1;
histriónico;POL:N0=-1;
hodierno;POL:N0=1;
homenagear;POL:N0=0;POL:N1=1
homicida;POL:N0=-1;
homicídio;POL:N0=-1;
homiziado;POL:N0=-1;
homogéneo;POL:N0=1;
honestidade;POL:N0=1;
honesto;POL:N0=1;
honorabilidade;POL:N0=1;
honorável;POL:N0=1;
honra;POL:N0=1;
honradez;POL:N0=1;
honrado;POL:N0=1;
honrar a sua palavra;POL:N0=1;
honrar os seus compromissos;POL:N0=1;
honrar;POL:N0=1;POL:N1=0
honroso;POL:N0=1;
horrendo;POL:N0=-1;
horribilidade;POL:N0=-1;
hórrido;POL:N0=-1;
horrífico;POL:N0=-1;
horripilação;POL:N0=-1;
horripilante;POL:N0=-1;
horrível;POL:N0=-1;
horror;POL:N0=-1;
horrorizar;POL:N0=-1;POL:N1=0
horroroso;POL:N0=-1;
hospitaleiro;POL:N0=1;
hospitalidade;POL:N0=1;
hostil;POL:N0=-1;
hostilidade;POL:N0=-1;
humanidade;POL:N0=1;
humanista;POL:N0=0;
humanitário;POL:N0=1;
humano;POL:N0=1;
humilde;POL:N0=0;
humilhado;POL:N0=-1;
humilhar-se;POL:N0=-1;
humilhar;POL:N0=1;POL:N1=-1
ideal;POL:N0=1;
idealista;POL:N0=0;
idílico;POL:N0=0;
idiota;POL:N0=-1;
idiotia;POL:N0=-1;
idiotice;POL:N0=-1;
idólatra;POL:N0=0;
idolatrado;POL:N0=1;
idoneidade;POL:N0=1;
idôneo;POL:N0=1;
idóneo;POL:N0=1;
idoso;POL:N0=0;
ignaro;POL:N0=-1;
ignóbil;POL:N0=-1;
ignomínia;POL:N0=-1;
ignominioso;POL:N0=-1;
ignorado;POL:N0=-1;
ignorância;POL:N0=-1;
ignorante;POL:N0=-1;
ignorar;POL:N0=0;POL:N1=-1
ignoto;POL:N0=-1;
igual;POL:N0=0;
igualitário;POL:N0=0;
ilegal;POL:N0=-1;
ilegítimo;POL:N0=-1;
ilegível;POL:N0=-1;
ileso;POL:N0=1;
iletrado;POL:N0=-1;
ilibado;POL:N0=1;
ilibar;POL:N0=0;POL:N1=1
iliberal;POL:N0=-1;
iliteracia;POL:N0=-1;
iliterato;POL:N0=-1;
ilógico;POL:N0=-1;
ilogismo;POL:N0=-1;
iludido;POL:N0=-1;
iludir;POL:N0=-1;POL:N1=0
iluminado;POL:N0=1;
iluminar;POL:N0=1;POL:N1=0
ilusão;POL:N0=-1;
ilusório;POL:N0=-1;
ilustrado;POL:N0=1;
ilustre;POL:N0=1;
imaculabilidade;POL:N0=1;
imaculado;POL:N0=1;
imaculável;POL:N0=0;
imagético;POL:N0=1;
imaginativo;POL:N0=0;
imaginoso;POL:N0=0;
imaturidade;POL:N0=-1;
imaturo;POL:N0=-1;
imbatível;POL:N0=1;
imbecil;POL:N0=-1;
imbecilidade;POL:N0=-1;
imerecido;POL:N0=-1;
imisericordioso;POL:N0=-1;
imitador;POL:N0=-1;
imitar;POL:N0=-1;POL:N1=0
imitativo;POL:N0=-1;
imobilizado;POL:N0=-1;
imoderação;POL:N0=-1;
imoderado;POL:N0=-1;
imodéstia;POL:N0=-1;
imodesto;POL:N0=-1;
imolado;POL:N0=1;
imoral;POL:N0=-1;
imoralidade;POL:N0=-1;
imorigerado;POL:N0=-1;
imortal;POL:N0=1;
imortalizado;POL:N0=1;
imóvel;POL:N0=-1;
impaciente;POL:N0=-1;
impagável;POL:N0=1;
impante;POL:N0=-1;
imparável;POL:N0=0;
imparcial;POL:N0=1;
impassível;POL:N0=0;
impatriota;POL:N0=-1;
impávido e sereno;POL:N0=0;
impávido;POL:N0=1;
impecabilidade;POL:N0=1;
impecável;POL:N0=1;
impecunioso;POL:N0=-1;
impedido;POL:N0=0;
impelido;POL:N0=-1;
impenetrável;POL:N0=-1;
impenitente;POL:N0=-1;
imperceptível;POL:N0=-1;
impercetível;POL:N0=-1;
imperdoável;POL:N0=-1;
imperfeição;POL:N0=-1;
imperfeito;POL:N0=-1;
imperial;POL:N0=-1;
imperialista;POL:N0=-1;
imperiosidade;POL:N0=-1;
imperioso;POL:N0=-1;
imperito;POL:N0=-1;
impermanência;POL:N0=-1;
impermanente;POL:N0=-1;
imperscrutável;POL:N0=-1;
impertérrito;POL:N0=1;
impertinência;POL:N0=-1;
impertinente;POL:N0=-1;
imperturbado;POL:N0=1;
imperturbável;POL:N0=1;
impessoal;POL:N0=-1;
impessoalidade;POL:N0=-1;
impetuosidade;POL:N0=-1;
impetuoso;POL:N0=-1;
impiedade;POL:N0=-1;
impiedoso;POL:N0=-1;
ímpio;POL:N0=-1;
implacável;POL:N0=-1;
implantado;POL:N0=0;
implicado;POL:N0=-1;
implicante;POL:N0=-1;
implicativo;POL:N0=-1;
implorante;POL:N0=0;
implorar;POL:N0=-1;POL:N1=0
implorativo;POL:N0=0;
impoluto;POL:N0=1;
imponderação;POL:N0=-1;
imponderado;POL:N0=-1;
imponente;POL:N0=1;
impontual;POL:N0=-1;
impontualidade;POL:N0=-1;
impopular;POL:N0=-1;
impopularidade;POL:N0=-1;
importunado;POL:N0=-1;
importuno;POL:N0=-1;
impossível;POL:N0=-1;
imposto;POL:N0=-1;
impostor;POL:N0=-1;
impostura;POL:N0=-1;
impotência;POL:N0=-1;
impotente;POL:N0=-1;
imprecisão;POL:N0=-1;
impreciso;POL:N0=-1;
impregnado;POL:N0=-1;
impreparado;POL:N0=-1;
impressionado;POL:N0=0;
impressionante;POL:N0=0;
impressionar;POL:N0=1;POL:N1=0
impressionável;POL:N0=-1;
imprestabilidade;POL:N0=-1;
imprestável;POL:N0=-1;
imprevidência;POL:N0=-1;
imprevidente;POL:N0=-1;
imprevisível;POL:N0=0;
improcedência;POL:N0=-1;
improcedente;POL:N0=-1;
improducente;POL:N0=-1;
improdutividade;POL:N0=-1;
improdutivo;POL:N0=-1;
improvisador;POL:N0=0;
imprudência;POL:N0=-1;
imprudente;POL:N0=-1;
impudente;POL:N0=-1;
impudicícia;POL:N0=-1;
impudico;POL:N0=-1;
impugnado;POL:N0=-1;
impulsivo;POL:N0=-1;
impuro;POL:N0=-1;
imputado;POL:N0=-1;
imundície;POL:N0=-1;
imundo;POL:N0=-1;
imutável;POL:N0=0;
inábil;POL:N0=-1;
inabilidade;POL:N0=-1;
inabordável;POL:N0=-1;
inaceitável;POL:N0=-1;
inacessível;POL:N0=-1;
inacreditável;POL:N0=0;
inactividade;POL:N0=-1;
inactivo;POL:N0=-1;
inadaptado;POL:N0=-1;
inadequado;POL:N0=-1;
inadmissível;POL:N0=-1;
inalterado;POL:N0=0;
inamovível;POL:N0=-1;
inanimação;POL:N0=-1;
inanimado;POL:N0=-1;
inânime;POL:N0=-1;
inaplicado;POL:N0=-1;
inapresentável;POL:N0=-1;
inapto;POL:N0=-1;
inatacável;POL:N0=1;
inatividade;POL:N0=-1;
inativo;POL:N0=-1;
inaudito;POL:N0=1;
inautenticidade;POL:N0=-1;
inautêntico;POL:N0=-1;
incansável;POL:N0=1;
incapacidade;POL:N0=-1;
incapaz;POL:N0=-1;
incaracterístico;POL:N0=-1;
incauto;POL:N0=-1;
incendiado;POL:N0=-1;
incendiário;POL:N0=-1;
incensador;POL:N0=-1;
incensurável;POL:N0=1;
incerteza;POL:N0=-1;
incerto;POL:N0=-1;
inchado;POL:N0=-1;
incipiente;POL:N0=-1;
incisivo;POL:N0=0;
incivil;POL:N0=-1;
incivilidade;POL:N0=-1;
incivilizado;POL:N0=-1;
inclemência;POL:N0=-1;
inclemente;POL:N0=-1;
ínclito;POL:N0=1;
incoercível;POL:N0=0;
incoerência;POL:N0=-1;
incoerente;POL:N0=-1;
incógnito;POL:N0=-1;
incólume;POL:N0=1;
incomodado;POL:N0=-1;
incomodar;POL:N0=1;POL:N1=-1
incomodativo;POL:N0=-1;
incomodidade;POL:N0=-1;
incômodo;POL:N0=-1;
incómodo;POL:N0=-1;
incompetência;POL:N0=-1;
incompetente;POL:N0=-1;
incompleto;POL:N0=-1;
incompreensibilidade;POL:N0=-1;
incompreensível;POL:N0=-1;
incomum;POL:N0=0;
inconcebível;POL:N0=-1;
inconciliável;POL:N0=-1;
inconcluso;POL:N0=-1;
inconcusso;POL:N0=1;
inconfessável;POL:N0=-1;
inconfidente;POL:N0=-1;
inconformado;POL:N0=0;
inconfundível;POL:N0=0;
incongruência;POL:N0=-1;
incongruente;POL:N0=-1;
inconsciência;POL:N0=-1;
inconsciente;POL:N0=-1;
inconseqüente;POL:N0=-1;
inconsequente;POL:N0=-1;
inconsiderado;POL:N0=-1;
inconsistência;POL:N0=-1;
inconsistente;POL:N0=-1;
inconsolado;POL:N0=-1;
inconsolável;POL:N0=-1;
inconstante;POL:N0=-1;
incontestável;POL:N0=1;
incontinência;POL:N0=-1;
incontinente;POL:N0=-1;
incontrariável;POL:N0=-1;
incontrolado;POL:N0=-1;
incontroverso;POL:N0=1;
inconveniência;POL:N0=-1;
inconveniente;POL:N0=-1;
inconversável;POL:N0=-1;
incorreção;POL:N0=-1;
incorrecção;POL:N0=-1;
incorrecto;POL:N0=-1;
incorreto;POL:N0=-1;
incorrigível;POL:N0=-1;
incorrupção;POL:N0=1;
incorruptibilidade;POL:N0=1;
incorruptível;POL:N0=1;
incorrupto;POL:N0=1;
incrédulo;POL:N0=0;
incriminar;POL:N0=0;POL:N1=-1
incriticável;POL:N0=1;
incrível;POL:N0=0;
inculto;POL:N0=-1;
incultura;POL:N0=-1;
incumpridor;POL:N0=-1;
incurável;POL:N0=-1;
indecência;POL:N0=-1;
indecente;POL:N0=-1;
indecifrável;POL:N0=-1;
indeciso;POL:N0=-1;
indecoro;POL:N0=-1;
indecorosidade;POL:N0=-1;
indecoroso;POL:N0=-1;
indefectível;POL:N0=1;
indefenso;POL:N0=-1;
indeferido;POL:N0=-1;
indefeso;POL:N0=-1;
indefetível;POL:N0=1;
indefinido;POL:N0=-1;
indelével;POL:N0=0;
indelicadeza;POL:N0=-1;
indelicado;POL:N0=-1;
indemnizado;POL:N0=1;
independente;POL:N0=0;
independentista;POL:N0=0;
inderrotável;POL:N0=1;
inderrubável;POL:N0=1;
indescritível;POL:N0=0;
indesculpável;POL:N0=-1;
indesejado;POL:N0=-1;
indesejável;POL:N0=-1;
indestituível;POL:N0=0;
indestronável;POL:N0=0;
indestrutível;POL:N0=1;
indeterminado;POL:N0=-1;
indiciado;POL:N0=-1;
indigente;POL:N0=-1;
indigesto;POL:N0=-1;
indigitável;POL:N0=-1;
indignado;POL:N0=-1;
indignidade;POL:N0=-1;
indigno;POL:N0=-1;
indirecto;POL:N0=-1;
indireto;POL:N0=-1;
indisciplina;POL:N0=-1;
indisciplinado;POL:N0=-1;
indiscreto;POL:N0=-1;
indiscrição;POL:N0=-1;
indiscutível;POL:N0=1;
indispensável;POL:N0=1;
indisposição;POL:N0=-1;
indisposto;POL:N0=-1;
indissociável;POL:N0=0;
indistinto;POL:N0=-1;
inditoso;POL:N0=-1;
individualista;POL:N0=-1;
indócil;POL:N0=-1;
indocilidade;POL:N0=-1;
indolência;POL:N0=-1;
indolente;POL:N0=-1;
indomável;POL:N0=0;
indominável;POL:N0=-1;
indómito;POL:N0=-1;
indubitável;POL:N0=1;
indulgente;POL:N0=1;
industrioso;POL:N0=0;
induzir em erro;POL:N0=-1;
inebriado;POL:N0=-1;
inebriante;POL:N0=-1;
inefável;POL:N0=-1;
ineficácia;POL:N0=-1;
ineficaz;POL:N0=-1;
ineficiência;POL:N0=-1;
ineficiente;POL:N0=-1;
inelegível;POL:N0=-1;
inelutável;POL:N0=1;
inenarrável;POL:N0=-1;
inépcia;POL:N0=-1;
inepto;POL:N0=-1;
inequívoco;POL:N0=1;
inércia;POL:N0=-1;
inerme;POL:N0=-1;
inerte;POL:N0=-1;
inescrutável;POL:N0=-1;
inesgotável;POL:N0=1;
inesperado;POL:N0=0;
inesquecível;POL:N0=0;
inexactidão;POL:N0=-1;
inexacto;POL:N0=-1;
inexatidão;POL:N0=-1;
inexato;POL:N0=-1;
inexcedível;POL:N0=1;
inexorável;POL:N0=-1;
inexperiência;POL:N0=-1;
inexperiente;POL:N0=-1;
inexperto;POL:N0=-1;
inexplicável;POL:N0=-1;
inexplícito;POL:N0=-1;
inexpressivo;POL:N0=-1;
inexprimível;POL:N0=-1;
infalível;POL:N0=1;
infamado;POL:N0=-1;
infamante;POL:N0=-1;
infame;POL:N0=-1;
infâmia;POL:N0=-1;
infantil;POL:N0=-1;
infantilidade;POL:N0=-1;
infatigável;POL:N0=1;
infectado;POL:N0=-1;
infecundo;POL:N0=-1;
infelicidade;POL:N0=-1;
infeliz;POL:N0=-1;
infernal;POL:N0=-1;
infernizar a vida a;POL:N0=0;POL:N1=-1
infernizar;POL:N0=1;POL:N1=-1
infértil;POL:N0=-1;
infetado;POL:N0=-1;
infidelidade;POL:N0=-1;
infiel;POL:N0=-1;
inflado;POL:N0=-1;
inflamado;POL:N0=-1;
inflexibilidade;POL:N0=-1;
inflexível;POL:N0=-1;
influenciável;POL:N0=-1;
influente;POL:N0=1;
infoexcluído;POL:N0=-1;
informal;POL:N0=0;
informe;POL:N0=-1;
infortunado;POL:N0=-1;
infortúnio;POL:N0=-1;
infrene;POL:N0=-1;
infringir;POL:N0=-1;POL:N1=0
infrutífero;POL:N0=-1;
infundado;POL:N0=-1;
ingênuo;POL:N0=-1;
ingénuo;POL:N0=0;
ingratidão;POL:N0=-1;
ingrato;POL:N0=-1;
inibido;POL:N0=-1;
inibir-se;POL:N0=-1;
inibir;POL:N0=1;POL:N1=-1
inidoneidade;POL:N0=-1;
inidóneo;POL:N0=-1;
inigualável;POL:N0=0;
inimigo;POL:N0=-1;
inimitável;POL:N0=0;
ininteligibilidade;POL:N0=-1;
ininteligível;POL:N0=-1;
ininterrupto;POL:N0=0;
iniquidade;POL:N0=-1;
iníquo;POL:N0=-1;
injúria;POL:N0=-1;
injuriado;POL:N0=-1;
injuriante;POL:N0=-1;
injuriar;POL:N0=-1;POL:N1=0
injurioso;POL:N0=-1;
injustiça;POL:N0=-1;
injustiçado;POL:N0=0;
injusto;POL:N0=-1;
inocente;POL:N0=1;
inócuo;POL:N0=0;
inofensivo;POL:N0=0;
inopinado;POL:N0=0;
inoportuno;POL:N0=-1;
inóspito;POL:N0=-1;
inovação;POL:N0=1;
inovador;POL:N0=1;
inqualificação;POL:N0=-1;
inqualificado;POL:N0=-1;
inqualificável;POL:N0=-1;
inquebrantável;POL:N0=-1;
inquestionável;POL:N0=1;
inquietação;POL:N0=-1;
inquietante;POL:N0=-1;
inquieto;POL:N0=-1;
insaciado;POL:N0=-1;
insaciável;POL:N0=0;
insanidade;POL:N0=-1;
insano;POL:N0=-1;
insatisfatório;POL:N0=-1;
insatisfeito;POL:N0=-1;
insegurança;POL:N0=-1;
inseguro;POL:N0=-1;
insensatez;POL:N0=-1;
insensato;POL:N0=-1;
insensibilidade;POL:N0=-1;
insensível;POL:N0=-1;
inseparável;POL:N0=0;
insidioso;POL:N0=-1;
insigne;POL:N0=1;
insignificante;POL:N0=-1;
insinceridade;POL:N0=-1;
insincero;POL:N0=-1;
insinuação;POL:N0=-1;
insinuador;POL:N0=-1;
insinuante;POL:N0=0;
insinuativo;POL:N0=-1;
insinuoso;POL:N0=-1;
insipidez;POL:N0=-1;
insípido;POL:N0=-1;
insipiência;POL:N0=-1;
insipiente;POL:N0=-1;
insistente;POL:N0=0;
insociabilidade;POL:N0=-1;
insociável;POL:N0=-1;
insofrido;POL:N0=-1;
insolência;POL:N0=-1;
insolente;POL:N0=-1;
insólito;POL:N0=-1;
insondável;POL:N0=-1;
insonso;POL:N0=-1;
insosso;POL:N0=-1;
inspiração;POL:N0=1;
inspirado;POL:N0=1;
inspirador;POL:N0=1;
inspirar confiança;POL:N0=1;
instabilidade;POL:N0=-1;
instável;POL:N0=-1;
instigado;POL:N0=-1;
instintivo;POL:N0=0;
instruído;POL:N0=1;
instrutivo;POL:N0=1;
insubmisso;POL:N0=-1;
insubordinação;POL:N0=-1;
insubordinado;POL:N0=-1;
insubornável;POL:N0=1;
insubstituível;POL:N0=1;
insuficiente;POL:N0=-1;
insulsez;POL:N0=-1;
insulso;POL:N0=-1;
insultado;POL:N0=-1;
insultar;POL:N0=-1;POL:N1=-1
insulto;POL:N0=-1;
insultuoso;POL:N0=-1;
insuperável;POL:N0=1;
insuportável;POL:N0=-1;
insurgente;POL:N0=-1;
insurrecto;POL:N0=-1;
insurreto;POL:N0=-1;
insusceptível;POL:N0=-1;
insuscetível;POL:N0=-1;
insuspeito;POL:N0=1;
intacto;POL:N0=0;
integridade;POL:N0=1;
integrista;POL:N0=-1;
íntegro;POL:N0=1;
intelectual;POL:N0=0;
intelectualista;POL:N0=0;
intelectualóide;POL:N0=-1;
inteligência;POL:N0=1;
inteligente;POL:N0=1;
intemerato;POL:N0=1;
intemperado;POL:N0=-1;
intemperamento;POL:N0=-1;
intempestividade;POL:N0=-1;
intempestivo;POL:N0=-1;
intenso;POL:N0=0;
interceptado;POL:N0=-1;
intercessor;POL:N0=0;
intercetado;POL:N0=-1;
interdito;POL:N0=-1;
interessante;POL:N0=1;
interesseiro;POL:N0=-1;
internado;POL:N0=-1;
interpretativo;POL:N0=0;
interrogador;POL:N0=0;
interrogatório;POL:N0=-1;
intervencionista;POL:N0=0;
interveniente;POL:N0=0;
interventor;POL:N0=0;
intimidação;POL:N0=-1;
intimidado;POL:N0=-1;
intimidador;POL:N0=-1;
intimidante;POL:N0=-1;
intimidar;POL:N0=1;POL:N1=-1
intimidativo;POL:N0=-1;
intimidatório;POL:N0=-1;
intimorato;POL:N0=1;
intocado;POL:N0=0;
intocável;POL:N0=0;
intolerância;POL:N0=-1;
intolerante;POL:N0=-1;
intolerável;POL:N0=-1;
intragável;POL:N0=-1;
intranquilidade;POL:N0=-1;
intranquilo;POL:N0=-1;
intransigência;POL:N0=-1;
intransigente;POL:N0=-1;
intratabilidade;POL:N0=-1;
intratável;POL:N0=-1;
intrépido e sereno;POL:N0=8;
intrépido;POL:N0=7;
intriga;POL:N0=-1;
intrigante;POL:N0=-1;
intriguista;POL:N0=-1;
intrincado;POL:N0=-1;
intrometer-se;POL:N0=-1;POL:N1=0
intrometido;POL:N0=-1;
introspectivo;POL:N0=0;
introspetivo;POL:N0=0;
introvertido;POL:N0=-1;
intruso;POL:N0=-1;
intuitivo;POL:N0=0;
inumanidade;POL:N0=-1;
inumano;POL:N0=-1;
inusitado;POL:N0=0;
inusual;POL:N0=0;
inútil;POL:N0=-1;
inutilidade;POL:N0=-1;
invadir a privacidade de;POL:N0=-1;POL:N1=0
invadir;POL:N0=-1;POL:N1=0
inválido;POL:N0=-1;
invariável;POL:N0=0;
invasivo;POL:N0=-1;
invasor;POL:N0=-1;
invectivo;POL:N0=-1;
inveja;POL:N0=-1;
invejado;POL:N0=0;
invejar;POL:N0=-1;POL:N1=0
invejoso;POL:N0=-1;
invencível;POL:N0=1;
inventivo;POL:N0=1;
inventor;POL:N0=1;
invertido;POL:N0=-1;
investigado;POL:N0=0;
invetivo;POL:N0=-1;
inviável;POL:N0=-1;
inviesado;POL:N0=-1;
inviolável;POL:N0=0;
invisível;POL:N0=-1;
invulgar;POL:N0=0;
invulnerável;POL:N0=1;
ir à luta;POL:N0=1;
ir ao chão;POL:N0=-1;
ir ao tapete;POL:N0=-1;
ir aos arames;POL:N0=-1;
ir às nuvens;POL:N0=1;
ir às paredes;POL:N0=-1;
ir dentro;POL:N0=-1;
ir desta para melhor;POL:N0=-1;
ir para o outro mundo;POL:N0=-1;
ir pelo caminho errado;POL:N0=-1;
ir pelos ares;POL:N0=-1;
ir-se abaixo;POL:N0=-1;
ir-se ao ar;POL:N0=-1;
ir-se aos ares;POL:N0=-1;
iracúndia;POL:N0=-1;
iracundo;POL:N0=-1;
irado;POL:N0=-1;
irascibilidade;POL:N0=-1;
irascível;POL:N0=-1;
irônico;POL:N0=-1;
irónico;POL:N0=-1;
irracional;POL:N0=-1;
irracionalidade;POL:N0=-1;
irrealismo;POL:N0=-1;
irrealista;POL:N0=-1;
irreconhecível;POL:N0=0;
irrefreável;POL:N0=0;
irrefutável;POL:N0=1;
irregular;POL:N0=-1;
irregularidade;POL:N0=-1;
irrelevante;POL:N0=-1;
irreligioso;POL:N0=-1;
irrepreensível;POL:N0=1;
irreprimível;POL:N0=1;
irrequieto;POL:N0=-1;
irresistível;POL:N0=1;
irresoluto;POL:N0=-1;
irrespeito;POL:N0=-1;
irrespeitoso;POL:N0=-1;
irresponsabilidade;POL:N0=-1;
irresponsável;POL:N0=-1;
irreverência;POL:N0=-1;
irreverencioso;POL:N0=-1;
irreverente;POL:N0=-1;
irridente;POL:N0=-1;
irrisório;POL:N0=-1;
irritabilidade;POL:N0=-1;
irritação;POL:N0=-1;
irritadiço;POL:N0=-1;
irritado;POL:N0=-1;
irritante;POL:N0=-1;
irritar-se;POL:N0=-1;
irritar;POL:N0=0;POL:N1=-1
irritativo;POL:N0=-1;
irritável;POL:N0=-1;
isento;POL:N0=1;
isolamento;POL:N0=-1;
jacobino;POL:N0=0;
jactância;POL:N0=-1;
jactante;POL:N0=-1;
jalofo;POL:N0=-1;
janota;POL:N0=0;
javardice;POL:N0=-1;
javardo;POL:N0=-1;
jeitoso;POL:N0=1;
jeremias;POL:N0=-1;
jocosidade;POL:N0=-1;
jocoso;POL:N0=0;
jogar ao faz de conta;POL:N0=-1;
jovem;POL:N0=0;
jovial;POL:N0=1;
jovialidade;POL:N0=1;
jubilado;POL:N0=1;
jubiloso;POL:N0=1;
judicativo;POL:N0=-1;
judicioso;POL:N0=0;
juízo;POL:N0=1;
juntar o útil ao agradável;POL:N0=1;
jururu;POL:N0=-1;
justiça;POL:N0=1;
justiceiro;POL:N0=1;
justificativo;POL:N0=0;
justificável;POL:N0=1;
justo;POL:N0=1;
kafkiano;POL:N0=-1;
lábia;POL:N0=-1;
laborioso;POL:N0=0;
labrego;POL:N0=-1;
labreguice;POL:N0=-1;
labroste;POL:N0=-1;
labutador;POL:N0=1;
lacónico;POL:N0=-1;
lacónio;POL:N0=-1;
lacrimoso;POL:N0=-1;
ladino;POL:N0=-1;
ladro;POL:N0=-1;
ladroagem;POL:N0=-1;
laical;POL:N0=-1;
laico;POL:N0=-1;
lambão;POL:N0=-1;
lambareiro;POL:N0=-1;
lambeiro;POL:N0=-1;
lamber as botas a;POL:N0=-1;POL:N1=0
lambuzado;POL:N0=-1;
lamecha;POL:N0=-1;
lamechar;POL:N0=-1;
lamechice;POL:N0=-1;
