word,part_of_speech,target,polarity_n0,polarity_n1,anotation
amado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
amador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
amadorismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amadurecer,V,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amadurecido,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
amaldiçoado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amalucado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amamentado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
amaneirado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
amarelado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amarelo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amargado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amargo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amargura,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amargurado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amaricado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amarrado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amassado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
ambicioso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ambidestro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ambidextro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ambiguidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ambíguo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ambiopia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ambliopia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ambrosiano,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ameaça,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ameaçador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ameaçante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amedrontado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amedrontador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amedrontar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
ameno,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
americanista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
americanófilo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
americanófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amestrado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
amigalhaço,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amigalhão,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amigável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amigo da onça,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amigo da pinga,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amigo dos copos,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amigo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amistoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amnésia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amnésico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amolecer,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amoral,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amoralidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amoralista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amorável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amorfia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amorfo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amorosidade,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amoroso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
amortecido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amotinado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amputado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
amuado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amuamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amuar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
amuo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anacrónico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anacrônico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anafado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
analfabeto,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
analisador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
analista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
anão,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anárquico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anarquista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ancião,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
andante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
andar a apanhar bonés,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar à deriva,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar a dormir à sombra da bananeira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar a dormir,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar a falar sozinho,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar à nora,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar a pensar na morte da bezerra,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar a reboque de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
andar à sombra da bananeira,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar ao deus dará,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar aos bonés,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar aos caídos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar aos papéis,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar armado em carapau de corrida,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar às aranhas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar às cavalitas de,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
andar às cegas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar às turras com,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
andar com a cabeça na lua,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com cara de caso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com dor de corno,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com dor de cotovelo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com macacos na cabeça,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com macacos no sótão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com macaquinhos na cabeça,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com macaquinhos no sótão,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com o coração nas mãos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar com os azeites,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar de olhos vendados,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar de trombas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar em pele e osso,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar feito barata tonta,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar feito com,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=-1,ANOT=MAN
andar na boa vida,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar na lua,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar na má vida,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andar nas sete quintas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
andar pelos cabelos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
andarilho,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
andrajoso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anedótico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anémico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anêmico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anestesiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anestesiar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
anexado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
anexionista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
angelical,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
angélico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
angelita,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
anglicano,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
anglófilo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
anglófobo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
angustiado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
angustiante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
angustiar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
animação,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
animado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
animador,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
animal político,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
animal,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
animar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
animista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
animosidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
animoso,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
aniquilado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
aniquilar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
anjinho,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anómalo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
anoréctico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anorético,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anorexia nervosa,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anorexia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anormal,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anormalidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anotia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ansioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
antepassado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
anti-republicano,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antidemocrata,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antidesportista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antidesportivismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antidogmático,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
antifascista,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
antifederalista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antigo,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antiliberal,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antiliberalista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antimilitarista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antinatural,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antinazista,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
antinómico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
antipapista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antipartidário,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antipatia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antipático,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antipatriota,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antipatriotismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antipolítico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antiquado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
antisocial,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
antoniano,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antonino,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
antropófago,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
anular,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
apadrinhado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
apagado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apagar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apagar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
apaixonado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
apaixonante,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apaixonar-se,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
apaixonar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
apalavrado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
apalermado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apalhaçado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apancado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apanhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apanhar nas orelhas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apanhar por tabela,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apaparicar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
aparolado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apartado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
aparvalhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apatetado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apatia,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apático,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apatriota,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apavorado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apavorante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apavorar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apavorar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
apaziguador,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apaziguar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
apeado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apedantado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apedrejado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apedrejar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
apelativo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apele,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
apelidado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
aperaltado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aperreado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apessoado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apetitoso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
aplaudir,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
aplicado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
aplicar golpes baixos a,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
apócrifo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apoiar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
apolíneo,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apologético,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
apopléctico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apoplético,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apoquentado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apoquentador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aposentado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
apostado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
apóstata,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
aprazível,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apreciado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
apreciador,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apreciar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=1,ANOT=MAN
apreciável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
apreendido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apreensivo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apresentar alternativas,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apresentar resultados,IDIOM,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apresentável,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apressado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
aprimorado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
apriorista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aprisionado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
aprontado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
aprontar,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
apropriado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apropriar-se,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
aprovado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
aproveitador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aproveitar-se,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
aprumado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
aprumo,N,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apto,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
apunhalado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
apunhalar pelas costas,IDIOM,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
apunhalar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
apupar,V,TG=HUM:N0:N1,POL:N0=0,POL:N1=-1,ANOT=MAN
apurado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
aquietador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
árabe,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
arbitrário,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arcaico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ardente,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
ardil,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ardiloso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ardoroso,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
árduo,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arfante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arguto,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
ariano,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
árido,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arisco,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aristocrata,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
aristotélico,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
armado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
armar barraca,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se aos cágados,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se aos cucos,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se em carapau de corrida,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se em chico esperto,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se em parvo,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
armar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arnaz,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
arquejante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrancado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
arranhado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arranjar lenha para se queimar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arranjar sarna para se coçar,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arranjar um bico de obra,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrasado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrasador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
arrasante,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
arrasar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
arrastadeiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrastado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrebatado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
arrebatador,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
arrebatar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=0,ANOT=MAN
arrebentado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrebitado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arredado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arredio,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arreliado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arreliador,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arreliar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
arremessado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=JALC
arrenegado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrepender-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrepiante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrepio,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arretado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
arrevesado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrivista,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrogância,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrogante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrojado,Adj,TG=HUM:N0,POL:N0=1,,ANOT=MAN
arrolado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
arrozeiro,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
arruaceiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrufado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrufo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arruinado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arruinamento,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arruinar-se,V,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arruinar,V,TG=HUM:N0:N1,POL:N0=-1,POL:N1=0,ANOT=MAN
arruivado,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
arrumar a um canto,IDIOM,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
arrumar as botas,IDIOM,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arrumar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
arteirice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arteiro,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arteriosclerose,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
arteriosclerótico,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artificial,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artificialidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artifício,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artificiosidade,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artificioso,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artimanha,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
artista,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
artístico,Adj,TG=HUM:N0,POL:N0=1,,ANOT=JALC
artritismo,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
ascético,Adj,TG=HUM:N0,POL:N0=0,,ANOT=MAN
aselha,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
aselhice,N,TG=HUM:N0,POL:N0=-1,,ANOT=MAN
asfixiante,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
asfixiar,V,TG=HUM:N0:N1,POL:N0=1,POL:N1=-1,ANOT=MAN
asilado,Adj,TG=HUM:N0,POL:N0=-1,,ANOT=JALC
